snapshot,switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
1,s17,7,16,1160,0,0,468,46140,0,0
1,s17,2,541,56178,0,0,546,56608,0,0
1,s17,3,542,56248,0,0,542,56220,0,0
1,s23,4,184,5152,0,0,13,1006,0,0
1,s23,1,12593,634362967,4,0,3766,324863,0,0
1,s23,5,1551,140598,4,0,353,47798,0,0
1,s23,2,2747,238383,4,0,8536,423707923,0,0
1,s23,3,4354,211821446,4,0,3444,104895437,0,0
1,s22,5,15,1118,0,0,432,41330,0,0
1,s22,1,542,56412,4,0,546,56800,0,0
1,s22,4,16,1160,0,0,432,41330,0,0
1,s22,6,15,1118,0,0,430,41052,0,0
1,s22,7,15,1118,0,0,428,40774,0,0
1,s22,2,554,56784,0,0,539,55930,0,0
1,s22,3,534,55692,0,0,367,48902,0,0
1,s21,8,185,5180,0,0,13,1006,0,0
1,s21,9,15,1118,0,0,435,41650,0,0
1,s21,5,16,1160,0,0,439,42206,0,0
1,s21,1,4470,211829494,4,0,3494,104900041,0,0
1,s21,4,16,1160,0,0,441,42484,0,0
1,s21,6,16,1160,0,0,439,42206,0,0
1,s21,7,16,1160,0,0,437,41928,0,0
1,s21,2,543,56462,0,0,433,52514,0,0
1,s21,3,3444,104895437,0,0,4354,211821446,0,0
1,s20,5,15,1118,0,0,450,43056,0,0
1,s20,1,4221,209360074,4,0,571,59464,0,0
1,s20,4,15,1118,0,0,452,43334,0,0
1,s20,6,15,1118,0,0,450,43056,0,0
1,s20,7,15,1118,0,0,448,42778,0,0
1,s20,2,557,58624,4,0,4207,209358826,0,0
1,s20,3,15,1118,0,0,452,43334,0,0
1,s19,8,188,5264,0,0,13,1006,0,0
1,s19,9,16,1160,0,0,450,43444,0,0
1,s19,5,16,1160,0,0,454,44000,0,0
1,s19,1,1948,176923,4,0,2563,105945155,0,0
1,s19,4,16,1160,0,0,456,44278,0,0
1,s19,6,16,1160,0,0,454,44000,0,0
1,s19,7,16,1160,0,0,452,43722,0,0
1,s19,2,6411,317713409,0,0,3069,268825,0,0
1,s19,3,1645,147442,0,0,4197,211816444,0,0
1,s24,13,15,1118,0,0,422,39968,0,0
1,s24,11,15,1118,0,0,424,40248,0,0
1,s24,10,16,1160,0,0,426,40528,0,0
1,s24,8,186,5208,0,0,13,1006,0,0
1,s24,9,15,1118,0,0,428,40580,0,0
1,s24,5,502,53996,0,0,386,49120,0,0
1,s24,12,15,1118,0,0,424,40248,0,0
1,s24,14,15,1118,0,0,422,39968,0,0
1,s24,1,562,58648,4,0,562,58426,0,0
1,s24,4,402,50240,0,0,514,54688,0,0
1,s24,6,353,47798,0,0,1551,140598,0,0
1,s24,7,15,1118,0,0,430,40858,0,0
1,s24,2,983,93778,0,0,539,55398,0,0
1,s24,3,1091,101098,0,0,543,56034,0,0
1,s25,10,519,43561,0,0,2490,106029081,0,0
1,s25,8,185,5180,0,0,13,1006,0,0
1,s25,9,596,48545,0,0,2487,105933675,0,0
1,s25,5,367,48902,4,0,534,55692,0,0
1,s25,1,557,58054,4,0,560,58180,0,0
1,s25,4,542,56220,4,0,542,56248,0,0
1,s25,6,507,53678,0,0,381,48544,0,0
1,s25,7,2616,105950129,0,0,3142,105992872,0,0
1,s25,2,552,57116,4,0,552,57246,0,0
1,s25,3,4461,211927988,4,0,1029,98169,0,0
1,s26,4,185,5180,0,0,13,1006,0,0
1,s26,1,1041,99071,4,0,559,58110,0,0
1,s26,2,371,49806,8,0,543,57058,0,0
1,s26,3,528,54556,0,0,2394,105938674,0,0
2,s1,1,4065,361676,0,0,6365,311615143,0,0
2,s1,2,9957,850731,0,0,35534,1769187407,0,0
2,s1,3,38788,2080486704,0,0,11387,961583,0,0
2,s0,1,875,96770,0,0,10501,517602899,0,0
2,s0,2,11165,956558,4,0,31151,1557766763,0,0
2,s0,3,40170,2075190298,0,0,11042,939512,0,0
2,s2,6,45282,2297974486,0,0,12456,1050281,0,0
2,s2,4,234,6552,0,0,14,1076,0,0
2,s2,1,3729,330396,0,0,21187,1033638688,0,0
2,s2,5,10656,529536556,4,0,4042,359271,0,0
2,s2,2,10487,517601651,0,0,860,95860,0,0
2,s2,3,10487,308598438,0,0,8669,423639316,0,0
2,s5,11,16,1188,0,0,828,91356,0,0
2,s5,10,16,1188,0,0,833,91566,0,0
2,s5,8,229,6412,0,0,14,1076,0,0
2,s5,9,17,1230,0,0,830,91046,0,0
2,s5,5,2929,103041975,0,0,1375,138309,0,0
2,s5,1,1340,135737,0,0,1147,128002,0,0
2,s5,4,2840,102153290,0,0,862,95564,0,0
2,s5,6,863,95416,0,0,1345,136377,0,0
2,s5,7,533,44291,0,0,2901,103037977,0,0
2,s5,2,879,95966,0,0,873,95714,0,0
2,s5,3,865,95690,0,0,862,95564,0,0
2,s4,8,231,6500,0,0,13,1006,0,0
2,s4,5,1121,92256,0,0,4771,207803963,0,0
2,s4,1,2662,101906148,0,0,8430,419520620,0,0
2,s4,4,20013,1046558101,4,0,4397,390990,0,0
2,s4,6,956,81345,0,0,4560,211849318,0,0
2,s4,7,926,79374,0,0,4386,207618712,0,0
2,s4,2,866,95732,0,0,866,95954,0,0
2,s4,3,1147,128002,4,0,1340,135737,0,0
2,s7,4,231,6468,0,0,13,1006,0,0
2,s7,1,860,94484,0,0,2436,101896064,0,0
2,s7,5,850,93568,4,0,848,93456,0,0
2,s7,2,1300,133245,0,0,860,95100,0,0
2,s7,3,2668,101906456,0,0,1301,133291,0,0
2,s6,13,1013,85099,0,0,4718,211859930,0,0
2,s6,11,948,80789,0,0,4496,211844211,0,0
2,s6,10,16,1188,0,0,831,91290,0,0
2,s6,8,231,6468,0,0,14,1076,0,0
2,s6,9,4420,211844091,4,0,832,92052,0,0
2,s6,5,859,94286,4,0,2361,220598,0,0
2,s6,12,969,82160,0,0,4598,211850547,0,0
2,s6,14,1100,90831,0,0,4651,211854473,0,0
2,s6,1,8430,419520620,4,0,2662,101906148,0,0
2,s6,4,2436,101896064,4,0,860,94484,0,0
2,s6,6,6684,317757697,4,0,3701,101955037,0,0
2,s6,7,842,92634,4,0,2841,260977,0,0
2,s6,2,643,86176,0,0,854,95038,0,0
2,s6,3,761,91338,0,0,775,92168,0,0
2,s3,1,1521,148234,0,0,3011,105996079,0,0
2,s3,2,6843,598797,4,0,23198,1257035555,0,0
2,s3,3,24731,1362852058,0,0,7359,632161,0,0
2,s8,4,230,6440,0,0,14,1076,0,0
2,s8,1,873,95714,4,0,879,95966,0,0
2,s8,5,3420,309228,4,0,12592,624807789,0,0
2,s8,2,14868,614588608,0,0,5988,524536,0,0
2,s8,3,8182,316659492,0,0,10353,306432835,0,0
2,s9,8,232,6528,0,0,13,1006,0,0
2,s9,5,17667,832566959,4,0,5829,505711,0,0
2,s9,1,2361,220598,0,0,859,94286,0,0
2,s9,4,856,94552,0,0,857,94626,0,0
2,s9,6,2915,102403305,4,0,851,93804,0,0
2,s9,7,1003,84393,0,0,4689,208273959,0,0
2,s9,2,859,94282,0,0,860,94356,0,0
2,s9,3,4142,106094932,0,0,13147,620736372,0,0
2,s10,8,230,6440,0,0,14,1076,0,0
2,s10,9,1043,87070,0,0,4745,211867137,0,0
2,s10,5,849,94102,4,0,847,94018,0,0
2,s10,1,862,95564,4,0,865,95690,0,0
2,s10,4,13824,635516879,0,0,1399,140120,0,0
2,s10,6,847,93598,4,0,2008,188367,0,0
2,s10,7,985,83308,0,0,4646,211859674,0,0
2,s10,2,854,95038,4,0,643,86176,0,0
2,s10,3,625,84850,0,0,3326,303058,0,0
2,s11,6,873,75806,0,0,4616,205864377,0,0
2,s11,4,230,6440,0,0,13,1006,0,0
2,s11,1,860,95100,4,0,1300,133245,0,0
2,s11,5,1113,91750,0,0,4549,210633160,0,0
2,s11,2,12592,624807789,0,0,3420,309228,0,0
2,s11,3,844,94468,0,0,634,85840,0,0
2,s12,13,967,82121,0,0,4743,207117290,0,0
2,s12,11,984,83213,0,0,4360,209380819,0,0
2,s12,10,1017,85430,0,0,4768,208205152,0,0
2,s12,8,233,6556,0,0,13,1006,0,0
2,s12,9,1107,91270,0,0,4845,211867378,0,0
2,s12,5,5829,505711,0,0,17667,832566959,0,0
2,s12,12,1108,91407,0,0,5028,209904321,0,0
2,s12,14,913,78737,0,0,4594,207136714,0,0
2,s12,1,1301,133291,4,0,2668,101906456,0,0
2,s12,4,23198,1257035555,0,0,6843,598797,0,0
2,s12,6,7019,207736544,4,0,8658,418652844,0,0
2,s12,7,1322,133725,4,0,4646,211854401,0,0
2,s12,2,1399,140120,4,0,13824,635516879,0,0
2,s12,3,43639,2196138606,0,0,9264,795677,0,0
2,s15,8,231,6468,0,0,14,1076,0,0
2,s15,9,595,48425,0,0,2932,101268664,0,0
2,s15,5,501,42221,0,0,2699,101866352,0,0
2,s15,1,18711,930498539,8,0,4566,403664,0,0
2,s15,4,636,51116,0,0,2879,102804190,0,0
2,s15,6,540,44784,0,0,2847,102173963,0,0
2,s15,7,513,43013,0,0,2726,102185985,0,0
2,s15,2,3701,101955037,0,0,6684,317757697,0,0
2,s15,3,851,93804,0,0,2915,102403305,0,0
2,s14,10,542,44940,0,0,2607,103458169,0,0
2,s14,8,232,6528,0,0,13,1006,0,0
2,s14,9,642,51516,0,0,2832,101561511,0,0
2,s14,5,539,44776,0,0,2805,103647432,0,0
2,s14,1,6365,311615143,4,0,4065,361676,0,0
2,s14,4,570,46792,0,0,2833,102890471,0,0
2,s14,6,501,42200,0,0,2726,103287116,0,0
2,s14,7,541,44872,0,0,2976,103338325,0,0
2,s14,2,13302,620742456,4,0,3972,106087444,0,0
2,s14,3,505,42472,0,0,2679,104266988,0,0
2,s13,10,551,45589,0,0,2848,102989428,0,0
2,s13,8,231,6468,0,0,14,1076,0,0
2,s13,9,580,47424,0,0,2954,105983701,0,0
2,s13,5,21103,1028314071,0,0,7952,690597,0,0
2,s13,1,21187,1033638688,4,0,3729,330396,0,0
2,s13,4,4566,403664,0,0,18711,930498539,0,0
2,s13,6,1079,89417,0,0,4704,206326465,0,0
2,s13,7,657,52559,0,0,2873,102048152,0,0
2,s13,2,3011,105996079,4,0,1521,148234,0,0
2,s13,3,5988,524536,4,0,14868,614588608,0,0
2,s18,10,17,1230,0,0,759,82602,0,0
2,s18,8,232,6528,0,0,13,1006,0,0
2,s18,9,17,1230,0,0,761,82368,0,0
2,s18,5,17,1230,0,0,765,82924,0,0
2,s18,1,775,92168,4,0,761,91338,0,0
2,s18,4,644,84724,4,0,806,91560,0,0
2,s18,6,17,1230,0,0,765,82924,0,0
2,s18,7,17,1230,0,0,763,82646,0,0
2,s18,2,13147,620736372,4,0,4142,106094932,0,0
2,s18,3,3972,106087444,0,0,13302,620742456,0,0
2,s17,13,17,1230,0,0,766,83648,0,0
2,s17,11,17,1230,0,0,768,83928,0,0
2,s17,10,17,1230,0,0,768,83928,0,0
2,s17,8,231,6468,0,0,14,1076,0,0
2,s17,9,17,1230,0,0,770,83684,0,0
2,s17,5,842,93424,4,0,857,94278,0,0
2,s17,12,17,1230,0,0,766,83648,0,0
2,s17,1,848,93456,0,0,850,93568,0,0
2,s17,4,692,88188,4,0,847,94026,0,0
2,s17,6,817,92182,4,0,660,85844,0,0
2,s17,7,17,1230,0,0,772,83962,0,0
2,s17,2,847,94018,0,0,849,94102,0,0
2,s17,3,845,93742,0,0,846,93784,0,0
2,s19,8,233,6524,0,0,13,1006,0,0
2,s19,9,17,1230,0,0,754,81266,0,0
2,s19,5,17,1230,0,0,758,81822,0,0
2,s19,1,7952,690597,4,0,21103,1028314071,0,0
2,s19,4,17,1230,0,0,760,82100,0,0
2,s19,6,17,1230,0,0,758,81822,0,0
2,s19,7,17,1230,0,0,756,81544,0,0
2,s19,2,31151,1557766763,0,0,11165,956558,0,0
2,s19,3,4042,359271,0,0,10656,529536556,0,0
2,s16,13,17,1230,0,0,774,84964,0,0
2,s16,11,17,1230,0,0,776,85244,0,0
2,s16,10,17,1230,0,0,778,85524,0,0
2,s16,8,229,6412,0,0,13,1006,0,0
